Vehicle Type,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,City,State,ZIP Code
Taxi,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,FORECLOSURE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,FORD,EXPEDITION,2018,BLACK,Gasoline,N,CHICAGO,IL,60632
Ambulance,ACTIVE,FORD,E350,2013,WHITE,Gasoline,N,TINLEY PARK,IL,60477
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60630
Livery,INACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Livery,ACTIVE,MERCEDES,GL450,2016,BLACK,Gasoline,N,CHICAGO,IL,60625
Taxi,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2015,BLACK/WHITE,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,VPG,MV-1,2016,WHITE,Gasoline,Y,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,TESLA,S,2015,BLACK,Electric,N,CHICAGO,IL,60654
Taxi,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Medicar,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,CHICAGO,IL,60641
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Ambulance,INACTIVE,FORD,VAN,2001,WHITE/YELLOW,Gasoline,N,TINLEY PARK,IL,60477
Livery,ACTIVE,LINCOLN,CONTINENTAL,2017,BLACK,Gasoline,N,CHICAGO,IL,60602
Livery,ACTIVE,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,MKT,2017,BLACK,Gasoline,N,CHICAGO,IL,60630
Livery,INACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLACK/STRIPES,Hybrid,N,CHICAGO,IL,60659
Livery,INACTIVE,HYUNDAI,EQUUS,2012,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2015,WHITE/BLUE,Hybrid,N,CHICAGO,IL,60659
Charter Sightseeing,INACTIVE,FORD,E450,2007,BLACK,Gasoline,N,CHICAGO,IL,60602
Livery,ACTIVE,FORD,EXPEDITION,2017,BLACK,Gasoline,N,CHICAGO,IL,60634
Taxi,ACTIVE,DODGE,CARAVAN,2016,WHITE,Gasoline,Y,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,COROLLA,2015,BLUE/WHITE,Gasoline,N,CHICAGO,IL,60641
Taxi,ACTIVE,TOYOTA,CAMRY,2013,SILVER,Hybrid,N,CHICAGO,IL,60645
Taxi,FORECLOSURE,FORD,ESCAPE,2013,GREEN,Gasoline,N,CHICAGO,IL,60645
Taxi,FORECLOSURE,TOYOTA,RAV4,2015,BLUE,Gasoline,N,CHICAGO,IL,60640
Taxi,FORECLOSURE,FORD,FUSION,2016,CREAM/BLUE,Hybrid,N,CHICAGO,IL,60618
Livery,VIOLATION,CHRYSLER,300,2010,BLACK,Gasoline,N,CHICAGO,IL,60636
Taxi,ACTIVE,TOYOTA,PRIUS,2015,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Taxi,SURRENDER,TOYOTA,PRIUS,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,PRIUS,2011,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60646
Livery,RESERVED,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,DODGE,GRAND CARAVAN,2014,WHITE,Flex Fuel,N,CHICAGO,IL,60612
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Livery,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,CHICAGO,IL,60645
Taxi,VIOLATION,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,CHICAGO,IL,60659
Ambulance,INACTIVE,FORD,E350,2004,GREEN/WHITE/BLACK,Gasoline,N,ELMHURST,IL,60126
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Livery,ACTIVE,INFINITI,QX60,2017,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,FORECLOSURE,TOYOTA,SIENNA,2015,GRAY/WHITE,Gasoline,N,CHICAGO,IL,60626
Taxi,INACTIVE,,,,,Gasoline,N,CHICAGO,IL,60608
Horse Drawn Carriage,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,CHICAGO,IL,60610
Taxi,ACTIVE,TOYOTA,CAMRY,2011,BLACK/WHITE,Hybrid,N,CHICAGO,IL,60618
Taxi,FORECLOSURE,FORD,FUSION,2014,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Livery,RESERVED,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,CHICAGO,IL,60611
Taxi,VIOLATION,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Livery,ACTIVE,FORD,EXPEDITION,2012,BLACK,Gasoline,N,CHICAGO,IL,60646
Charter Sightseeing,ACTIVE,FORD,350,2018,BLACK,Gasoline,N,CHICAGO,IL,60629
Livery,ACTIVE,LINCOLN,MKT,2015,BLACK,Gasoline,N,CHICAGO,IL,60607
Livery,ACTIVE,MERCEDES,METRIS,2016,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,ACTIVE,LINCOLN,NAVIGATOR,2013,WHITE,Gasoline,N,CHICAGO,IL,60634
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Charter Sightseeing,ACTIVE,MERCEDES,SPRINTER,2016,BLACK,Gasoline,N,CHICAGO,IL,60626
Taxi,ACTIVE,DODGE,CARAVAN,2016,WHITE,Gasoline,Y,CHICAGO,IL,60656
Ambulance,RESERVED,CHEVROLET,CG33503,2008,WHITE,Gasoline,N,SKOKIE,IL,60077
Taxi,FORECLOSURE,CHEVROLET,IMPALA,2012,WHITE,Flex Fuel,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,SURRENDER,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,FORECLOSURE,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,SCION,2014,GOLD,Gasoline,N,CHICAGO,IL,60640
Taxi,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE,Hybrid,N,CHICAGO,IL,60659
Charter Sightseeing,ACTIVE,MERCEDES,SPRINTER,2014,BLACK,Gasoline,N,CHICAGO,IL,60631
Taxi,SURRENDER,VPG,MV-1,2012,MAROON/GOLD/STRIPES,Compressed Natural Gas,Y,CHICAGO,IL,60616
Taxi,FORECLOSURE,FORD,ESCAPE,2012,CREAM/BLUE,Flex Fuel,N,CHICAGO,IL,60616
Livery,RESERVED,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,CHICAGO,IL,60607
Livery,VIOLATION,FORD,EXPEDITION,2012,BLACK,Gasoline,N,CHICAGO,IL,60636
Livery,ACTIVE,LINCOLN,NAVIGATOR,2013,CREAM/BLACK/RED STRIPES,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,FORECLOSURE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CHICAGO,IL,60612
Taxi,VIOLATION,CHEVROLET,MALIBU,2014,GOLD,Gasoline,N,CHICAGO,IL,60640
Taxi,FORECLOSURE,HONDA,CRV,2014,YELLOW,Gasoline,N,CHICAGO,IL,60637
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,FORECLOSURE,FORD,FUSION,2011,WHITE,Hybrid,N,CHICAGO,IL,60630
Livery,ACTIVE,CHEVROLET,SUBURBAN,2018,BLACK,Gasoline,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,SURRENDER,TOYOTA,SIENNA,2016,WHITE/RED/STRIPES,Gasoline,N,CHICAGO,IL,60620
Taxi,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,VIOLATION,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,COROLLA,2015,WHITE,Gasoline,N,CHICAGO,IL,60656
Livery,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,CHICAGO,IL,60607
Charter Sightseeing,INACTIVE,FORD,EXCURSION,2004,WHITE,Gasoline,N,CHICAGO,IL,60619
Taxi,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,FORD,ESCAPE,2012,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,FORECLOSURE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,FORECLOSURE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60659
Livery,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,CHICAGO,IL,60639
Taxi,VIOLATION,DODGE,GRAND CARAVAN,2010,WHITE,Gasoline,Y,CHICAGO,IL,60656
Livery,RESERVED,LINCOLN,MKT,2012,BLACK,Gasoline,N,CHICAGO,IL,60634
Livery,ACTIVE,CADILLAC,ESCALADE,2018,BLACK,Gasoline,N,CHICAGO,IL,60601
Livery,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,CHICAGO,IL,60618
Taxi,ACTIVE,FORD,ESCAPE,2012,GREEN,Hybrid,N,CHICAGO,IL,60645
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Livery,ACTIVE,CADILLAC,XTS,2017,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,CAMRY,2012,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60612
Taxi,FORECLOSURE,TOYOTA,PRIUS,2010,RED,Hybrid,N,CHICAGO,IL,60625
Livery,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60634
Taxi,ACTIVE,TOYOTA,PRIUS,2013,BLACK/WHITE,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,INACTIVE,INTL,300SER,2004,WHITE,Gasoline,N,CHICAGO,IL,60619
Pedicab,INACTIVE,MAINSTREET,BOARDWALK,2009,BLACK,Pedal,N,CHICAGO,IL,60642
Livery,RESERVED,LINCOLN,MKT,2013,BLACK,Gasoline,N,CHICAGO,IL,60622
Livery,ACTIVE,LINCOLN,CONTINENTAL,2017,BLACK,Gasoline,N,CHICAGO,IL,60602
Pedicab,INACTIVE,MAINSTREET,BOARDWALK,2010,BLACK,Pedal,N,CHICAGO,IL,60642
Taxi,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,N,CHICAGO,IL,60659
Taxi,SURRENDER,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,DODGE,CARAVAN,2016,WHITE/BLACK,Flex Fuel,Y,CHICAGO,IL,60607
Taxi,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO,IL,60656
Medicar,INACTIVE,KIA,SEDONA,2009,WHITE,Gasoline,N,CHICAGO,IL,60625
Taxi,ACTIVE,TOYOTA,PRIUS,2015,CREAM/BLUE,Hybrid,N,CHICAGO,IL,60618
Ambulance,INACTIVE,,,,,Gasoline,N,TINLEY PARK,IL,60477
Taxi,SURRENDER,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,INACTIVE,FORD,CROWN VICTORIA,2004,WHITE,Gasoline,N,CHICAGO,IL,60608
Livery,ACTIVE,CADILLAC,XTS,2017,BLACK,Gasoline,N,CHICAGO,IL,60601
Taxi,ACTIVE,FORD,C-MAX,2014,ORANGE,Hybrid,N,CHICAGO,IL,60630
Taxi,FORECLOSURE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,VIOLATION,LINCOLN,MKS,2012,BLACK,Gasoline,N,CHICAGO,IL,60631
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60659
Livery,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,CHICAGO,IL,60630
Charter Sightseeing,INACTIVE,BLUEBIRD,TRANSIT BUS,1998,WHITE,Gasoline,N,CHICAGO,IL,60624
Livery,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,CHICAGO,IL,60659
Taxi,FORECLOSURE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,CHICAGO,IL,60612
Charter Sightseeing,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,CHICAGO,IL,60624
Taxi,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,FORD,ESCAPE,2014,CREAM/BLUE,Gasoline,N,CHICAGO,IL,60618
Livery,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,CHICAGO,IL,60641
Livery,RESERVED,LINCOLN,TOWN CAR,2009,BLACK,Gasoline,N,CHICAGO,IL,60630
Livery,VIOLATION,LINCOLN,MKZ,2016,BLACK,Hybrid,N,CHICAGO,IL,60630
Medicar,INACTIVE,FORD,E150,2009,WHITE,Gasoline,N,TINLEY PARK,IL,60487
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60630
Taxi,SURRENDER,FORD,ESCAPE,2012,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Ambulance,INACTIVE,FORD,E350,2006,WHITE/RED,Gasoline,N,ELMHURST,IL,60126
Taxi,ACTIVE,TOYOTA,PRIUS,2014,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Taxi,FORECLOSURE,VPG,MV-1,2014,WHITE/BLUE/STRIPES,Gasoline,Y,CHICAGO,IL,60646
Livery,ACTIVE,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60631
Ambulance,INACTIVE,FORD,AMBULANCE,2001,WHITE/RED,Gasoline,N,TINLEY PARK,IL,60477
Livery,ACTIVE,MERCEDES,R320,2012,BLACK,Gasoline,N,CHICAGO,IL,60618
Ambulance,RESERVED,FORD,E350,2013,WHITE,Gasoline,N,NEW LENOX,IL,60451
Taxi,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,FORECLOSURE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,RESERVED,CADILLAC,XTS,2015,BLACK,Gasoline,N,CHICAGO,IL,60618
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,VIOLATION,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Livery,INACTIVE,MERCEDES,E350,2012,BLACK,Gasoline,N,CHICAGO,IL,60659
Livery,INACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO,IL,60625
Taxi,ACTIVE,DODGE,GRAND CARAVAN,2012,BLACK/WHITE,Gasoline,Y,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO,IL,60612
Taxi,ACTIVE,DODGE,GRAND CARAVAN,2012,YELLOW,Flex Fuel,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,VIOLATION,TOYOTA,PRIUS,2011,YELLOW,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60634
Livery,RESERVED,BMW,740LI,2013,BLACK,Gasoline,N,CHICAGO,IL,60626
Medicar,INACTIVE,DODGE,GRAND CARAVAN,2011,SILVER,Compressed Natural Gas,N,CHICAGO,IL,60619
Taxi,VIOLATION,FORD,ESCAPE,2012,WHITE,Flex Fuel,N,CHICAGO,IL,60659
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,FORECLOSURE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,FORECLOSURE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,SURRENDER,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,CHICAGO,IL,60626
Taxi,SURRENDER,VPG,MV-1,2012,MAROON/BLUE/STRIPES,Compressed Natural Gas,Y,CHICAGO,IL,60616
Livery,RESERVED,LINCOLN,MKS,2011,BLACK,Gasoline,N,CHICAGO,IL,60611
Taxi,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,CHICAGO,IL,60639
Taxi,FORECLOSURE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,CHICAGO,IL,60626
Livery,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,CHICAGO,IL,60615
Taxi,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60608
Taxi,ACTIVE,TOYOTA,PRIUS,2013,BLACK/WHITE,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,CHICAGO,IL,60624
Taxi,ACTIVE,TOYOTA,SIENNA,2017,WHITE,Gasoline,Y,CHICAGO,IL,60656
Taxi,ACTIVE,TOYOTA,PRIUS,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,FORECLOSURE,NISSAN,ALTIMA,2011,ORANGE,Hybrid,N,CHICAGO,IL,60630
Livery,INACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,FORECLOSURE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,CHICAGO,IL,60618
Pedicab,INACTIVE,MAINSTREET,BOARDWALK,2009,BLACK,Pedal,N,CHICAGO,IL,60642
Pedicab,INACTIVE,MAINSTREET,BOARDWALK,2010,RED,Pedal,N,CHICAGO,IL,60642
Livery,ACTIVE,LINCOLN,MKS,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,VIOLATION,CHEVROLET,IMPALA,2012,WHITE,Compressed Natural Gas,N,CHICAGO,IL,60659
Livery,ACTIVE,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60659
Ambulance,INACTIVE,FORD,E350,2010,,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO,IL,60656
Horse Drawn Carriage,RESERVED,CINDERELLA,VIS-A-VIS,,,Horse,N,CHICAGO,IL,60611
Livery,ACTIVE,GMC,YUKON,2016,BLACK,Gasoline,N,BARRINGTON,IL,60010
Taxi,ACTIVE,TOYOTA,SCION,2014,CREAM/GREEN,Gasoline,N,CHICAGO,IL,60618
Livery,RESERVED,CHRYSLER,300,2012,BLACK,Gasoline,N,CHICAGO,IL,60656
Charter Sightseeing,INACTIVE,FORD,E350,2003,WHITE,Gasoline,N,CHICAGO,IL,60646
Livery,INACTIVE,CADILLAC,XTS,2016,BLACK,Gasoline,N,CHICAGO,IL,60660
Livery,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60641
Taxi,SURRENDER,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,CHICAGO,IL,60646
Taxi,ACTIVE,TOYOTA,RAV4,2015,WHITE,Hybrid,N,CHICAGO,IL,60659
Taxi,FORECLOSURE,TOYOTA,PRIUS,2011,WHITE/BLUE,Hybrid,N,CHICAGO,IL,60659
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE,Hybrid,N,CHICAGO,IL,60613
Taxi,ACTIVE,TOYOTA,COROLLA,2015,RED/CREAM,Gasoline,N,CHICAGO,IL,60619
Taxi,VIOLATION,TOYOTA,CAMRY,2010,ORANGE/BLUE,Hybrid,N,CHICAGO,IL,60630
Taxi,VIOLATION,NISSAN,NV200,2014,ORANGE/BLUE,Gasoline,N,CHICAGO,IL,60630
Taxi,FORECLOSURE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60630
Taxi,VIOLATION,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,CHICAGO,IL,60618
Taxi,ACTIVE,TOYOTA,CAMRY,2013,GRAY/WHITE,Hybrid,N,CHICAGO,IL,60626
Taxi,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,RESERVED,LINCOLN,MKT,2015,BLACK,Gasoline,N,CHICAGO,IL,60631
Medicar,ACTIVE,FORD,E150,2007,WHITE,Gasoline,N,CHICAGO,IL,60624
Taxi,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,N,CHICAGO,IL,60630
Livery,ACTIVE,MERCEDES,METRIS,2016,BLACK,Gasoline,N,CHICAGO,IL,60630
Taxi,SURRENDER,TOYOTA,PRIUS,2011,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,PRIUS,2012,CREAM/BLUE,Hybrid,N,CHICAGO,IL,60618
Charter Sightseeing,INACTIVE,FORD,,2006,BLACK,Gasoline,N,CHICAGO,IL,60602
Taxi,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60656
Livery,ACTIVE,LINCOLN,MKT,2015,BLACK,Gasoline,N,CHICAGO,IL,60601
Taxi,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO,IL,60616
Taxi,FORECLOSURE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO,IL,60630
Taxi,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,CHICAGO,IL,60618
Livery,ACTIVE,TESLA,S,2014,BLACK,Electric,N,CHICAGO,IL,60614
Livery,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,CHICAGO,IL,60660
Taxi,SURRENDER,TOYOTA,RAV4,2013,WHITE,Gasoline,N,CHICAGO,IL,60659
Ambulance,INACTIVE,FORD,E350,2007,WHITE/BLUE,Gasoline,N,TINLEY PARK,IL,60487
Taxi,SURRENDER,FORD,ESCAPE,2012,WHITE,Hybrid,N,CHICAGO,IL,60616
Taxi,ACTIVE,TOYOTA,SIENNA,2015,WHITE/BLUE,Gasoline,N,CHICAGO,IL,60659
Taxi,VIOLATION,TOYOTA,CAMRY,2015,RED/CREAM,Gasoline,N,CHICAGO,IL,60619
Taxi,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,CHICAGO,IL,60659
